idPlayer,namePlayer,dateBirth,numberJersey,idTeam,teamName,slugTeam,cityTeam,slugPlayer,yearSeasonFirst,yearSeasonLast,yearDraft,numberRound,numberOverallPick,slugSeason,nameSchool,nameOrganizationFrom,heightInches,weightLBS,countSeasonsPlayed,pts,ast,treb,countAllStarGames,ratioPIE,urlNBAAPI,nameFirst,nameLast,namePlayerAbbr,codeTeam,urlPlayerStats,urlPlayerThumbnail,urlPlayerHeadshot,urlPlayerActionPhoto,urlPlayerPhoto
101162,Marcin Gortat,1984-02-17,,0,"","","",marcin_gortat,2008,2019,2005,2,57,career,"",RheinEnergie Cologne/Poland,,,11,9.9,1.1,7.9,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=101162,Marcin,Gortat,M. Gortat,"",https://stats.nba.com/player/101162,https://stats.nba.com/media/players/230x185/101162.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101162.png,https://stats.nba.com/media/players/700/101162.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101162.png
101165,Alex Acker,1983-01-21,3,1610612746,Clippers,LAC,Los Angeles,alex_acker,2006,2009,2005,2,60,career,Pepperdine,Pepperdine/USA,77,185,2,2.7,0.5,1,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=101165,Alex,Acker,A. Acker,clippers,https://stats.nba.com/player/101165,https://stats.nba.com/media/players/230x185/101165.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101165.png,https://stats.nba.com/media/players/700/101165.png,https://stats.nba.com/media/players/230x185/101165.png
101166,Uros Slokar,1983-05-14,10,1610612761,Raptors,TOR,Toronto,uros_slokar,2007,2007,2005,2,58,career,"",Slovenia/USA,82,238,1,1.9,0.1,0.7,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=101166,Uros,Slokar,U. Slokar,raptors,https://stats.nba.com/player/101166,https://stats.nba.com/media/players/230x185/101166.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101166.png,https://stats.nba.com/media/players/700/101166.png,https://stats.nba.com/media/players/230x185/101166.png
101185,Rawle Marshall,1982-02-20,2,1610612754,Pacers,IND,Indiana,rawle_marshall,2006,2007,,,,career,Oakland,Oakland University (MI)/USA,79,190,2,2.7,0.4,1,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=101185,Rawle,Marshall,R. Marshall,pacers,https://stats.nba.com/player/101185,https://stats.nba.com/media/players/230x185/101185.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101185.png,https://stats.nba.com/media/players/700/101185.png,https://stats.nba.com/media/players/230x185/101185.png
101214,Jawad Williams,1983-02-19,,0,"","","",jawad_williams,2009,2011,,,,career,North Carolina,North Carolina/USA,,,2,3.8,0.6,1.5,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=101214,Jawad,Williams,J. Williams,"",https://stats.nba.com/player/101214,https://stats.nba.com/media/players/230x185/101214.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101214.png,https://stats.nba.com/media/players/700/101214.png,https://stats.nba.com/media/players/230x185/101214.png
101215,Will Conroy,1982-12-08,,0,"","","",will_conroy,2007,2013,,,,career,Washington,Washington/USA,,,2,0.4,1,0.7,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=101215,Will,Conroy,W. Conroy,"",https://stats.nba.com/player/101215,https://stats.nba.com/media/players/230x185/101215.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101215.png,https://stats.nba.com/media/players/700/101215.png,https://stats.nba.com/media/players/230x185/101215.png
101235,Kelenna Azubuike,1983-12-16,4,1610612744,Warriors,GSW,Golden State,kelenna_azubuike,2007,2012,,,,career,Kentucky,Kentucky/England,77,215,4,10.5,1.1,4,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=101235,Kelenna,Azubuike,K. Azubuike,warriors,https://stats.nba.com/player/101235,https://stats.nba.com/media/players/230x185/101235.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101235.png,https://stats.nba.com/media/players/700/101235.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101235.png
101249,John Lucas III,1982-11-21,,0,"","","",john_lucas iii,2006,2017,,,,career,Oklahoma State,OklahomaUnited StatesState/USA,,,7,4.7,1.5,1,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=101249,John,Lucas III,J. Lucas III,"",https://stats.nba.com/player/101249,https://stats.nba.com/media/players/230x185/101249.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101249.png,https://stats.nba.com/media/players/700/101249.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101249.png
200081,Jamario Moon,1980-06-13,9,1610612761,Raptors,TOR,Toronto,jamario_moon,2008,2012,,,,career,Meridian Community College,Meridian CC (MS)/USA,80,205,5,6.3,1,4.3,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200081,Jamario,Moon,J. Moon,raptors,https://stats.nba.com/player/200081,https://stats.nba.com/media/players/230x185/200081.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200081.png,https://stats.nba.com/media/players/700/200081.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200081.png
200745,Andrea Bargnani,1985-10-26,,0,"","","",andrea_bargnani,2007,2016,2006,1,1,career,"",Benetton Treviso/Italy,,,9,14.3,1.2,4.6,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200745,Andrea,Bargnani,A. Bargnani,"",https://stats.nba.com/player/200745,https://stats.nba.com/media/players/230x185/200745.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200745.png,https://stats.nba.com/media/players/700/200745.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200745.png
200746,LaMarcus Aldridge,1985-07-19,12,1610612759,Spurs,SAS,San Antonio,lamarcus_aldridge,2007,2020,2006,1,2,2019-20,Texas,Texas/USA,83,250,13,18.9,2.4,7.4,,0.12,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200746,LaMarcus,Aldridge,L. Aldridge,spurs,https://stats.nba.com/player/200746,https://stats.nba.com/media/players/230x185/200746.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200746.png,https://stats.nba.com/media/players/700/200746.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200746.png
200747,Adam Morrison,1984-07-19,6,1610612766,Bobcats,CHA,Charlotte,adam_morrison,2007,2010,2006,1,3,career,Gonzaga,Gonzaga/USA,80,205,3,7.5,1.4,2.1,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200747,Adam,Morrison,A. Morrison,hornets,https://stats.nba.com/player/200747,https://stats.nba.com/media/players/230x185/200747.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200747.png,https://stats.nba.com/media/players/700/200747.png,https://stats.nba.com/media/players/230x185/200747.png
200748,Tyrus Thomas,1986-08-17,,0,"","","",tyrus_thomas,2007,2015,2006,1,4,career,Louisiana State,Louisiana State,,,7,7.7,0.9,4.8,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200748,Tyrus,Thomas,T. Thomas,"",https://stats.nba.com/player/200748,https://stats.nba.com/media/players/230x185/200748.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200748.png,https://stats.nba.com/media/players/700/200748.png,https://stats.nba.com/media/players/230x185/200748.png
200750,Brandon Roy,1984-07-23,3,1610612757,Trail Blazers,POR,Portland,brandon_roy,2007,2013,2006,1,6,career,Washington,Washington/USA,78,211,5,18.8,4.7,4.3,2,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200750,Brandon,Roy,B. Roy,blazers,https://stats.nba.com/player/200750,https://stats.nba.com/media/players/230x185/200750.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200750.png,https://stats.nba.com/media/players/700/200750.png,https://stats.nba.com/media/players/230x185/200750.png
200751,Randy Foye,1983-09-24,2,1610612750,Timberwolves,MIN,Minnesota,randy_foye,2007,2017,2006,1,7,career,Villanova,Villanova/USA,76,218,11,10.3,2.8,2.2,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200751,Randy,Foye,R. Foye,timberwolves,https://stats.nba.com/player/200751,https://stats.nba.com/media/players/230x185/200751.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200751.png,https://stats.nba.com/media/players/700/200751.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200751.png
200752,Rudy Gay,1986-08-17,22,1610612759,Spurs,SAS,San Antonio,rudy_gay,2007,2020,2006,1,8,2019-20,Connecticut,Connecticut/USA,80,250,13,10.6,1.7,5.4,,0.108,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200752,Rudy,Gay,R. Gay,spurs,https://stats.nba.com/player/200752,https://stats.nba.com/media/players/230x185/200752.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200752.png,https://stats.nba.com/media/players/700/200752.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200752.png
200753,Patrick O'Bryant,1986-06-20,13,1610612744,Warriors,GSW,Golden State,patrick_o'bryant,2007,2010,2006,1,9,career,Bradley,Bradley/USA,84,250,4,2.1,0.3,1.4,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200753,Patrick,O'Bryant,P. O'Bryant,warriors,https://stats.nba.com/player/200753,https://stats.nba.com/media/players/230x185/200753.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200753.png,https://stats.nba.com/media/players/700/200753.png,https://stats.nba.com/media/players/230x185/200753.png
200754,Mouhamed Sene,1986-05-12,18,1610612760,Thunder,OKC,Oklahoma City,mouhamed_sene,2007,2009,2006,1,10,career,"",Senegal,83,230,3,2.2,0,1.6,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200754,Mouhamed,Sene,M. Sene,thunder,https://stats.nba.com/player/200754,https://stats.nba.com/media/players/230x185/200754.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200754.png,https://stats.nba.com/media/players/700/200754.png,https://stats.nba.com/media/players/230x185/200754.png
200755,JJ Redick,1984-06-24,4,1610612740,Pelicans,NOP,New Orleans,jj_redick,2007,2020,2006,1,11,2019-20,Duke,Duke/USA,75,200,13,15,2,2.5,,0.097,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200755,JJ,Redick,J. Redick,pelicans,https://stats.nba.com/player/200755,https://stats.nba.com/media/players/230x185/200755.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200755.png,https://stats.nba.com/media/players/700/200755.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200755.png
200756,Hilton Armstrong,1984-11-23,57,1610612740,Hornets,NOH,New Orleans,hilton_armstrong,2007,2014,2006,1,12,career,Connecticut,Connecticut/USA,83,235,5,3,0.3,2.6,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200756,Hilton,Armstrong,H. Armstrong,pelicans,https://stats.nba.com/player/200756,https://stats.nba.com/media/players/230x185/200756.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200756.png,https://stats.nba.com/media/players/700/200756.png,https://stats.nba.com/media/players/230x185/200756.png
200757,Thabo Sefolosha,1984-05-02,18,1610612745,Rockets,HOU,Houston,thabo_sefolosha,2007,2020,2006,1,13,2019-20,"",Angelico Biella/Switzerland,78,215,13,2.2,0.6,2.3,,0.064,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200757,Thabo,Sefolosha,T. Sefolosha,rockets,https://stats.nba.com/player/200757,https://stats.nba.com/media/players/230x185/200757.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200757.png,https://stats.nba.com/media/players/700/200757.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200757.png
200758,Ronnie Brewer,1985-03-20,11,1610612762,Jazz,UTA,Utah,ronnie_brewer,2007,2014,2006,1,14,career,Arkansas,Arkansas/USA,79,235,7,7.8,1.6,2.8,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200758,Ronnie,Brewer,R. Brewer,jazz,https://stats.nba.com/player/200758,https://stats.nba.com/media/players/230x185/200758.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200758.png,https://stats.nba.com/media/players/700/200758.png,https://stats.nba.com/media/players/230x185/200758.png
200759,Cedric Simmons,1986-01-03,15,1610612740,Hornets,NOK,New Orleans/Oklahoma City,cedric_simmons,2007,2009,2006,1,15,career,North Carolina State,North Carolina State/USA,81,235,3,2.2,0.2,1.9,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200759,Cedric,Simmons,C. Simmons,pelicans,https://stats.nba.com/player/200759,https://stats.nba.com/media/players/230x185/200759.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200759.png,https://stats.nba.com/media/players/700/200759.png,https://stats.nba.com/media/players/230x185/200759.png
200760,Rodney Carney,1984-04-05,,0,"","","",rodney_carney,2007,2011,2006,1,16,career,Memphis,Memphis/USA,,,4,5.9,0.4,2,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200760,Rodney,Carney,R. Carney,"",https://stats.nba.com/player/200760,https://stats.nba.com/media/players/230x185/200760.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200760.png,https://stats.nba.com/media/players/700/200760.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200760.png
200761,Shawne Williams,1986-02-16,3,1610612754,Pacers,IND,Indiana,shawne_williams,2007,2015,2006,1,17,career,Memphis,Memphis/USA,82,230,7,5.6,0.7,3,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200761,Shawne,Williams,S. Williams,pacers,https://stats.nba.com/player/200761,https://stats.nba.com/media/players/230x185/200761.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200761.png,https://stats.nba.com/media/players/700/200761.png,https://stats.nba.com/media/players/230x185/200761.png
200762,Oleksiy Pecherov,1985-12-08,4,1610612764,Wizards,WAS,Washington,oleksiy_pecherov,2008,2010,2006,1,18,career,"",Ukraine,84,234,3,3.9,0.2,2.4,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200762,Oleksiy,Pecherov,O. Pecherov,wizards,https://stats.nba.com/player/200762,https://stats.nba.com/media/players/230x185/200762.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200762.png,https://stats.nba.com/media/players/700/200762.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200762.png
200763,Quincy Douby,1984-05-16,5,1610612758,Kings,SAC,Sacramento,quincy_douby,2007,2009,2006,1,19,career,Rutgers,Rutgers/USA,75,175,3,4.1,0.7,1.1,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200763,Quincy,Douby,Q. Douby,kings,https://stats.nba.com/player/200763,https://stats.nba.com/media/players/230x185/200763.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200763.png,https://stats.nba.com/media/players/700/200763.png,https://stats.nba.com/media/players/230x185/200763.png
200764,Renaldo Balkman,1984-07-14,,0,"","","",renaldo_balkman,2007,2012,2006,1,20,career,South Carolina,South Carolina/USA,,,6,4,0.6,3.5,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200764,Renaldo,Balkman,R. Balkman,"",https://stats.nba.com/player/200764,https://stats.nba.com/media/players/230x185/200764.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200764.png,https://stats.nba.com/media/players/700/200764.png,https://stats.nba.com/media/players/230x185/200764.png
200765,Rajon Rondo,1986-02-22,9,1610612747,Lakers,LAL,Los Angeles,rajon_rondo,2007,2020,2006,1,21,2019-20,Kentucky,Kentucky/USA,73,180,13,7.1,5,3,,0.104,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200765,Rajon,Rondo,R. Rondo,lakers,https://stats.nba.com/player/200765,https://stats.nba.com/media/players/230x185/200765.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200765.png,https://stats.nba.com/media/players/700/200765.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200765.png
200766,Marcus Williams,1985-12-03,5,1610612751,Nets,NJN,New Jersey,marcus_williams,2007,2010,2006,1,22,career,Connecticut,Connecticut/USA,75,205,4,5.6,2.8,1.8,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200766,Marcus,Williams,M. Williams,nets,https://stats.nba.com/player/200766,https://stats.nba.com/media/players/230x185/200766.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200766.png,https://stats.nba.com/media/players/700/200766.png,https://stats.nba.com/media/players/230x185/200766.png
200767,Josh Boone,1984-11-21,2,1610612751,Nets,NJN,New Jersey,josh_boone,2007,2010,2006,1,23,career,Connecticut,Connecticut/USA,82,240,4,5.2,0.5,4.9,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200767,Josh,Boone,J. Boone,nets,https://stats.nba.com/player/200767,https://stats.nba.com/media/players/230x185/200767.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200767.png,https://stats.nba.com/media/players/700/200767.png,https://stats.nba.com/media/players/230x185/200767.png
200768,Kyle Lowry,1986-03-25,7,1610612761,Raptors,TOR,Toronto,kyle_lowry,2007,2020,2006,1,24,2019-20,Villanova,Villanova/USA,72,196,13,19.7,7.6,5.1,,0.126,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200768,Kyle,Lowry,K. Lowry,raptors,https://stats.nba.com/player/200768,https://stats.nba.com/media/players/230x185/200768.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200768.png,https://stats.nba.com/media/players/700/200768.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200768.png
200769,Shannon Brown,1985-11-29,,0,"","","",shannon_brown,2007,2015,2006,1,25,career,Michigan State,Michigan State/USA,,,8,7.6,1.1,1.9,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200769,Shannon,Brown,S. Brown,"",https://stats.nba.com/player/200769,https://stats.nba.com/media/players/230x185/200769.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200769.png,https://stats.nba.com/media/players/700/200769.png,https://stats.nba.com/media/players/230x185/200769.png
200770,Jordan Farmar,1986-11-30,,0,"","","",jordan_farmar,2007,2017,2006,1,26,career,California-Los Angeles,UCLA/USA,,,9,7.7,2.9,1.9,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200770,Jordan,Farmar,J. Farmar,"",https://stats.nba.com/player/200770,https://stats.nba.com/media/players/230x185/200770.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200770.png,https://stats.nba.com/media/players/700/200770.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200770.png
200771,Sergio Rodriguez,1986-06-12,14,1610612757,Trail Blazers,POR,Portland,sergio_rodriguez,2007,2017,2006,1,27,career,"",Spain,75,176,5,4.9,3.4,1.5,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200771,Sergio,Rodriguez,S. Rodriguez,blazers,https://stats.nba.com/player/200771,https://stats.nba.com/media/players/230x185/200771.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200771.png,https://stats.nba.com/media/players/700/200771.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200771.png
200772,Maurice Ager,1984-02-09,,0,"","","",maurice_ager,2007,2011,2006,1,28,career,Michigan State,Michigan State/USA,,,3,2.1,0.2,0.6,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200772,Maurice,Ager,M. Ager,"",https://stats.nba.com/player/200772,https://stats.nba.com/media/players/230x185/200772.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200772.png,https://stats.nba.com/media/players/700/200772.png,https://stats.nba.com/media/players/230x185/200772.png
200776,Mardy Collins,1984-08-04,25,1610612752,Knicks,NYK,New York,mardy_collins,2007,2010,2006,1,29,career,Temple,Temple/USA,78,220,4,3.9,1.7,1.8,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200776,Mardy,Collins,M. Collins,knicks,https://stats.nba.com/player/200776,https://stats.nba.com/media/players/230x185/200776.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200776.png,https://stats.nba.com/media/players/700/200776.png,https://stats.nba.com/media/players/230x185/200776.png
200778,James White,1982-10-21,4,1610612752,Knicks,NYK,New York,james_white,2007,2013,2006,2,31,career,Cincinnati,Cincinnati/USA,79,215,3,2.7,0.5,1,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200778,James,White,J. White,knicks,https://stats.nba.com/player/200778,https://stats.nba.com/media/players/230x185/200778.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200778.png,https://stats.nba.com/media/players/700/200778.png,https://stats.nba.com/media/players/230x185/200778.png
200779,Steve Novak,1983-06-13,,0,"","","",steve_novak,2007,2017,2006,2,32,career,Marquette,Marquette/USA,,,10,4.7,0.3,1.3,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200779,Steve,Novak,S. Novak,"",https://stats.nba.com/player/200779,https://stats.nba.com/media/players/230x185/200779.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200779.png,https://stats.nba.com/media/players/700/200779.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200779.png
200781,Paul Davis,1984-07-21,,0,"","","",paul_davis,2007,2010,2006,2,34,career,Michigan State,Michigan State/USA,,,3,2.6,0.4,1.9,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200781,Paul,Davis,P. Davis,"",https://stats.nba.com/player/200781,https://stats.nba.com/media/players/230x185/200781.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200781.png,https://stats.nba.com/media/players/700/200781.png,https://stats.nba.com/media/players/230x185/200781.png
200783,Craig Smith,1983-11-10,83,1610612750,Timberwolves,MIN,Minnesota,craig_smith,2007,2012,2006,2,36,career,Boston College,Boston College/USA,79,265,5,7.6,0.8,3.9,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200783,Craig,Smith,C. Smith,timberwolves,https://stats.nba.com/player/200783,https://stats.nba.com/media/players/230x185/200783.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200783.png,https://stats.nba.com/media/players/700/200783.png,https://stats.nba.com/media/players/230x185/200783.png
200784,Bobby Jones,1984-01-09,11,1610612755,76ers,PHI,Philadelphia,bobby_jones,2007,2008,2006,2,37,career,Washington,Washington/USA,79,215,2,3.2,0.5,1.6,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200784,Bobby,Jones,B. Jones,sixers,https://stats.nba.com/player/200784,https://stats.nba.com/media/players/230x185/200784.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200784.png,https://stats.nba.com/media/players/700/200784.png,https://stats.nba.com/media/players/230x185/200784.png
200785,Kosta Perovic,1985-02-19,19,1610612744,Warriors,GSW,Golden State,kosta_perovic,2008,2008,2006,2,38,career,"",Serbia/USA,86,240,1,1.4,0.1,1.9,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200785,Kosta,Perovic,K. Perovic,warriors,https://stats.nba.com/player/200785,https://stats.nba.com/media/players/230x185/200785.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200785.png,https://stats.nba.com/media/players/700/200785.png,https://stats.nba.com/media/players/230x185/200785.png
200786,David Noel,1984-02-27,34,1610612749,Bucks,MIL,Milwaukee,david_noel,2007,2007,2006,2,39,career,North Carolina,North Carolina/USA,78,230,1,2.7,1,1.8,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200786,David,Noel,D. Noel,bucks,https://stats.nba.com/player/200786,https://stats.nba.com/media/players/230x185/200786.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200786.png,https://stats.nba.com/media/players/700/200786.png,https://stats.nba.com/media/players/230x185/200786.png
200788,James Augustine,1984-02-27,40,1610612753,Magic,ORL,Orlando,james_augustine,2007,2008,2006,2,41,career,Illinois,Illinois/USA,82,235,1,1.6,0.1,1.2,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200788,James,Augustine,J. Augustine,magic,https://stats.nba.com/player/200788,https://stats.nba.com/media/players/230x185/200788.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200788.png,https://stats.nba.com/media/players/700/200788.png,https://stats.nba.com/media/players/230x185/200788.png
200789,Daniel Gibson,1986-02-27,1,1610612739,Cavaliers,CLE,Cleveland,daniel_gibson,2007,2013,2006,2,42,career,Texas,Texas/USA,74,200,7,7.8,2,2,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200789,Daniel,Gibson,D. Gibson,cavaliers,https://stats.nba.com/player/200789,https://stats.nba.com/media/players/230x185/200789.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200789.png,https://stats.nba.com/media/players/700/200789.png,https://stats.nba.com/media/players/230x185/200789.png
200790,Marcus Vinicius,1984-05-31,,0,"","","",marcus_vinicius,2007,2008,2006,2,43,career,"",Brazil/USA,,,1,1.9,0.3,0.7,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200790,Marcus,Vinicius,M. Vinicius,"",https://stats.nba.com/player/200790,https://stats.nba.com/media/players/230x185/200790.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200790.png,https://stats.nba.com/media/players/700/200790.png,https://stats.nba.com/media/players/230x185/200790.png
200792,Alexander Johnson,1983-02-08,30,1610612763,Grizzlies,MEM,Memphis,alexander_johnson,2007,2010,2006,2,45,career,Florida State,Florida State/USA,81,240,3,4.3,0.3,2.7,0,,https://stats.nba.com/stats/commonplayerinfo?LeagueID=00&PlayerID=200792,Alexander,Johnson,A. Johnson,grizzlies,https://stats.nba.com/player/200792,https://stats.nba.com/media/players/230x185/200792.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200792.png,https://stats.nba.com/media/players/700/200792.png,https://stats.nba.com/media/players/230x185/200792.png
